"","Correlation","Abundance"
"seq.10361.25",0.775324955733876,2319.25365627274
"seq.10362.35",0.817270067060603,1151.13617452318
"seq.10363.13",0.837171977754378,8862.36352142779
"seq.10364.6",0.880956044402022,4637.18355588131
"seq.10365.132",0.742149311909589,2751.91567275917
"seq.10366.11",0.436364094281357,10196.8572429316
"seq.10367.62",0.789272476038395,708.230404352118
"seq.10370.21",0.815452262147819,1577.61972054956
"seq.10372.18",0.713156716264434,8323.92674821394
"seq.10379.19",0.649933449998156,5324.55715459393
"seq.10382.1",0.446103096794513,1484266.1940491
"seq.10390.21",0.826154651621694,2484.252279664
"seq.10391.1",0.463615280510676,4104651.19210461
"seq.10396.6",0.0827374191415661,181717.045247181
"seq.10398.110",0.92192016053151,2135.80681019268
"seq.10416.79",0.894639918414655,3617.82926186142
"seq.10418.36",0.0605538688300133,537172.599068949
"seq.10419.1",0.398209326139028,27616.8178115275
"seq.10420.30",0.725088216319513,1924.09572643957
"seq.10424.31",0.610546762494341,2818.99899308536
"seq.10425.3",0.916739039028297,3084.64893603251
"seq.10426.21",0.511790873580463,463.348642011455
"seq.10427.2",0.637689922779899,4075.66005100145
"seq.10428.1",0.462834406630115,4218.88315107028
"seq.10430.31",0.762641278648616,470.155748138465
"seq.10432.3",0.806222408799324,522.2563152348
"seq.10435.2",0.799115260412295,2471.75775481016
"seq.10438.19",0.543688524100033,164889.657330965
"seq.10439.57",0.489914217654009,8401.13103004144
"seq.10440.26",0.38996295962732,6156.493870442
"seq.10442.1",0.61748266945281,1178.13650941859
"seq.10445.20",0.469937528549552,4014853.48060325
"seq.10447.18",0.863452089632798,10290.4744982306
"seq.10449.31",0.923315112004023,6030.67086849791
"seq.10451.11",0.690664996174034,401141.111459206
"seq.10452.24",0.928846670864401,1658.0119249382
"seq.10453.7",0.683217533833328,303.707832076115
"seq.10454.99",0.805367997997458,572.578899839081
"seq.10455.196",0.585334015023107,3039.17071837462
"seq.10457.3",0.837068231166457,1363.04219606446
"seq.10460.1",0.364688886879507,4475.77527236252
"seq.10461.57",0.0663020701857994,296096.160157089
"seq.10462.14",0.790350186780539,1140.93643994757
"seq.10463.23",0.897911451900274,2774.09723458618
"seq.10464.6",0.746885806049099,3316.01569207727
"seq.10467.58",0.742568327685022,1674.37880851406
"seq.10470.34",0.439613683753233,982.83323931708
"seq.10471.25",0.887555911945644,1416.5138294981
"seq.10472.53",0.882582324957302,3053.40296944982
"seq.10473.2",0.682463122555235,820.635702786542
"seq.10476.23",0.296429891413361,32081.9085622143
"seq.10477.162",0.481549458321137,938.134727895772
"seq.10479.18",0.435946826537302,5317.56953648036
"seq.10480.33",0.698689837704726,2402.3845000414
"seq.10485.56",0.219307886534387,325.535864653555
"seq.10489.19",0.848601987661531,402.47125734287
"seq.10490.3",0.69113282568664,37175.6633320066
"seq.10491.21",0.433955953611066,3366.33070165599
"seq.10494.48",0.861239323373256,1130.72590626017
"seq.10495.10",0.82996140727393,593.727265799295
"seq.10496.11",0.798825326754815,4439.13633120403
"seq.10497.242",0.684393146717335,2801.15673763834
"seq.10499.1",0.842662006894047,792.902928234023
"seq.10501.3",0.411938660955835,101.234561483143
"seq.10502.15",0.879363723172245,1651.14567931391
"seq.10503.55",0.873526156166754,2357.48885605608
"seq.10504.6",0.82034575397486,1039.44435960963
"seq.10505.12",0.745237733814792,2563.63483878803
"seq.10506.53",0.187023018384854,56055.3835308756
"seq.10507.166",-0.0462252919917261,628180.50139953
"seq.10510.62",0.798862352107092,680.722364888302
"seq.10511.10",0.395492277702874,23662.4464469063
"seq.10512.13",0.824074657642369,806.649178506896
"seq.10513.13",0.596004974870474,2528.38082362651
"seq.10514.5",0.0262539589867948,4426312.94241946
"seq.10516.53",0.793604286445609,277.730113276149
"seq.10518.14",0.760498333948901,409.282538307288
"seq.10521.10",0.391416424955895,159733.69215989
"seq.10522.167",0.853801726866849,7720.23596798273
"seq.10527.22",0.895549724122858,580.976988535271
"seq.10528.2",0.810865650773958,1053.30378880507
"seq.10529.19",0.89801330599097,1442.06009300125
"seq.10530.8",0.868909562514449,1994.69063301284
"seq.10531.18",0.822527521109325,15134.3956936629
"seq.10533.1",0.853792439829108,501.614716644188
"seq.10534.40",0.891355534022427,1690.50561686401
"seq.10535.25",0.336374430065258,756.155266489318
"seq.10539.30",0.907715762362601,1817.01192456972
"seq.10546.2",0.686524060245348,3495.90880877452
"seq.10547.42",0.0313281570192966,572401.691588611
"seq.10548.35",0.531443771515967,3673.05976453673
"seq.10550.37",0.921863992143656,1228.6420215295
"seq.10551.7",0.325978898170558,4363.19129138568
"seq.10552.88",0.79094802295296,1995.09326315927
"seq.10553.8",0.771616744314394,8463.1196475452
"seq.10554.23",0.64757479549055,54.4134975396318
"seq.10557.6",0.420215661615735,298541.4659733
"seq.10558.26",0.505227213482252,6461.39305608886
"seq.10560.1",0.754124991888514,814.35886528479
"seq.10561.5",0.850161541801303,1174.20685180944
"seq.10562.42",0.539561570115547,4403.97362210128
"seq.10563.13",0.852435702958548,611.902843326756
"seq.10565.19",0.603591223956434,7022.4078724052
"seq.10569.28",0.609108548547456,154290.197604595
"seq.10571.14",0.557128934606826,1175.88494987826
"seq.10572.65",0.656168496737801,29744.722343048
"seq.10574.10",0.461988164864099,5294.77408227154
"seq.10575.31",0.814283726370713,9371.11722193705
"seq.10576.7",0.515845080842076,110870.672647813
"seq.10580.14",0.771442827679802,1421.51473026196
"seq.10582.36",0.741870224397612,1187.09576150635
"seq.10583.1",0.572690067322909,1107.6079576841
"seq.10584.7",0.512906418946926,4967.76236171297
"seq.10588.39",0.736353187144865,1080.15757693384
"seq.10589.7",0.514361002342259,1519.99123188719
"seq.10593.14",0.650689852408353,159.54777672143
"seq.10600.24",0.275768514898875,423776.36786447
"seq.10603.1",0.259620563447186,4719.55075270401
"seq.10605.22",0.812338212451708,461.152092346528
"seq.10606.34",0.74694963880374,13668.9558237962
"seq.10607.4",0.517939532508864,48.6937485403446
"seq.10608.9",0.595763324533013,1456.88875191788
"seq.10610.8",0.940669939957323,2748.16218434185
"seq.10612.18",0.693210873110257,142435.134845898
"seq.10613.33",0.587483663509511,4225.36205483925
"seq.10615.18",0.332531618730381,30317.5963362662
"seq.10616.67",0.578490837988175,3370.79930886417
"seq.10618.190",0.798813906225717,2146.11446267003
"seq.10620.21",0.205957888898226,12611.006897448
"seq.10621.26",0.843540455444555,2088.05648075658
"seq.10622.9",0.85472925939598,371.751087081551
"seq.10623.19",0.888452803514042,1036.72167324988
"seq.10624.45",0.848227425158212,869.695692494328
"seq.10626.116",0.840424731274098,6922.25345423741
"seq.10627.87",0.67501905001321,137729.635957211
"seq.10630.5",0.773850578825672,2759.81548057573
"seq.10631.9",0.263311127940362,15711.8434168238
"seq.10636.1",0.769808021050395,1417.71601574345
"seq.10637.50",0.712710937268458,547.709519040594
"seq.10638.1",0.791692999845519,421.554389637247
"seq.10639.1",0.218618735368431,130806.982173631
"seq.10640.9",0.746985621485386,854.464620416671
"seq.10643.16",0.863933376359652,5254.9293323787
"seq.10645.72",0.821107736568002,8980.5772890903
"seq.10647.18",0.720796158090119,206007.868361673
"seq.10655.43",0.599683377558275,137.17883764407
"seq.10658.28",0.731730600947569,1561.56829234742
"seq.10659.49",0.815560882633226,561.955747842872
"seq.10660.33",0.819163595280654,935.100252232354
"seq.10661.4",0.827710937777349,514.473919102611
"seq.10663.42",0.758154690342368,1223.83129642729
"seq.10665.30",0.496267474183036,2841.15505102767
"seq.10666.7",0.464448653234454,3963100.12693353
"seq.10667.78",0.899763919166966,596.974393955162
"seq.10668.5",0.644289806197567,29454.6313676287
"seq.10670.26",0.151488500115679,858.249165191682
"seq.10671.67",0.669360105617764,1033.89092274121
"seq.10672.75",0.595716743059709,476.120270149049
"seq.10675.223",0.302076616192149,1845.64223976721
"seq.10677.9",0.605152064870027,6031.29405956038
"seq.10692.48",0.749293233329605,8913.46390510213
"seq.10693.43",0.482389763364435,2654.24898979523
"seq.10695.12",0.802284439125044,1420.62423285185
"seq.10699.52",0.466745075319119,3615.02423562
"seq.10700.10",0.461311501820834,2625.80095083494
"seq.10701.30",0.611171994093164,3712.19754093065
"seq.10702.1",0.329429404852425,4181351.96771758
"seq.10703.203",0.266471892774177,51368.1697231472
"seq.10704.91",0.612018520839995,593.116608277774
"seq.10705.14",0.790771809109585,962.926093697347
"seq.10708.3",0.604880142693902,816.423419284286
"seq.10710.23",0.849400683073493,294.306641563438
"seq.10713.151",0.667276191710859,515.169436709309
"seq.10714.7",0.499950077638858,105609.988654544
"seq.10715.5",0.457921410538964,6321.42845182131
"seq.10716.35",0.771402315388501,2615.69830872741
"seq.10721.76",0.687475403729553,43810.9656501772
"seq.10722.13",0.876646315518699,10044.172705123
"seq.10723.41",0.149898015886714,15124.0762243997
"seq.10724.45",0.918124169560604,1506.58523852321
"seq.10731.10",0.637754813874343,140469.020704911
"seq.10734.339",0.579797690845029,1915.99462991504
"seq.10737.96",0.785694829643676,21709.5343853965
"seq.10738.11",0.343629007812088,11366.8666504048
"seq.10741.22",0.406354659991643,924.77110449326
"seq.10743.13",0.512784633005701,162570.060202296
"seq.10746.24",0.0146737161930538,32672.246619452
"seq.10748.216",0.578858185350318,3368.47516494063
"seq.10749.18",0.779221910833072,28901.2622981233
"seq.10752.8",0.608998472787703,1610.40709031971
"seq.10753.31",0.547875962216997,2374.8797826488
"seq.10754.113",0.871154055215839,1379.42582630544
"seq.10756.34",0.197085756381984,80877.2460653505
"seq.10758.2",0.353564041813372,34447.6861870995
"seq.10760.107",0.663782729475144,6679.42652228026
"seq.10761.5",0.93528858345524,1951.4697300886
"seq.10762.2",0.547945186360934,920.3389197992
"seq.10767.52",0.775233894013272,2518.32004248873
"seq.10772.21",0.708376856233133,1095.85108054878
"seq.10780.10",0.767171116789159,635.417564970624
"seq.10781.19",0.782303211647082,663121.715448573
"seq.10785.8",0.56298702198874,2698.73519400751
"seq.10791.21",0.706415890861495,362.551431247846
"seq.10798.4",0.801386582556273,2597.00439267234
"seq.10800.15",0.631169208212903,3691.50435354832
"seq.10801.11",0.179960415836787,92691.6780484231
"seq.10803.22",0.800371331432221,22847.2110388619
"seq.10809.14",0.764854043563375,891.586365785227
"seq.10814.7",0.83702489528008,2195.78025312077
"seq.10815.2",0.835243265211068,1447.64373442649
"seq.10816.150",0.127268852730682,15076.7967572991
"seq.10817.26",0.806313702963556,6273.18545917938
"seq.10818.36",0.615028291448502,63564.0943148046
"seq.10819.108",0.352322966962011,10169349.1135622
"seq.10823.19",-0.0599734780517348,515442.845815808
"seq.10825.12",0.681772916866463,3462.15020891992
"seq.10827.67",0.75081585422122,879.210367391137
"seq.10830.5",0.861896744051236,1358.03187941821
"seq.10832.24",0.769334581554167,1862.32389808425
"seq.10833.64",0.576015165448814,86845.4292069845
"seq.10835.25",0.514172740437413,3648.57770173576
"seq.10837.131",0.641582144626198,5286.56739691697
"seq.10842.7",0.91557964358217,1980.08722944359
"seq.10847.1",0.916570491985224,3621.58349385594
"seq.10848.137",0.913886763870873,1479.86411739434
"seq.10851.77",0.576448562141897,3926.46347070967
"seq.10852.114",0.652657857413681,161113.711604054
"seq.10854.15",0.939256196133584,5190.14216989187
"seq.10855.55",0.378514877504187,9017.66699395793
"seq.10866.60",0.750853012987871,66257.439277574
"seq.10870.32",0.860310368966439,26420.6712539394
"seq.10876.300",0.781772831837993,3408.33379853798
"seq.10880.38",0.868328396771757,11522.0080200174
"seq.10882.12",0.845671973655093,2961.74997486051
"seq.10885.36",0.103557852560915,84460.1218521126
"seq.10888.4",0.793517912551564,428.074844832419
"seq.10889.2",0.613940304633654,9135.33053540897
"seq.10890.135",0.9068575448577,2527.43675882266
"seq.10892.8",0.738364778472893,5123.96526422295
"seq.10894.25",0.733434630904528,927.300122886196
"seq.10895.28",0.77492769517216,2892.3039748255
"seq.10900.272",0.499744389635319,107388.655619147
"seq.10902.53",0.378727257075567,69335.8771828822
"seq.10903.50",0.261389475714069,284757.530839991
"seq.10907.116",0.11418706332822,124138.195936785
"seq.10908.2",0.829627396606077,3204.31192078141
"seq.10910.6",0.644566758812121,3261.45145260545
"seq.10914.4",0.924848136797388,2689.28330641789
"seq.10916.44",0.167110090736114,15590.2077347552
"seq.10917.40",0.868420262904097,1613.49630984495
"seq.10924.258",0.72909255182447,273.346544356441
"seq.10927.65",0.759525793164403,1586.4962941417
"seq.10928.7",0.848147961336721,3731.88813102566
"seq.10933.107",0.917745143172267,3489.43035287813
"seq.10938.13",0.872516543117988,3254.49647009485
"seq.10939.16",0.77246681095257,1318.3352271353
"seq.10940.25",0.779739176070566,2938.007451256
"seq.10943.36",0.814568422731516,1046.97107909976
"seq.10945.11",0.871151270115949,11296.1717083338
"seq.10948.14",-0.0221476229994445,811088.543815842
"seq.10949.59",0.516403553276724,2961.53816826735
"seq.10953.14",0.830786323135891,1440.4878456498
"seq.10955.4",0.73674555010202,2492.85456058413
"seq.10956.82",0.742216987727892,2891.22954867288
"seq.10959.125",0.863878062468175,1045.17322902957
"seq.10961.15",0.789127631223441,8910.72427112776
"seq.10962.46",0.902179085416957,1636.55433740146
"seq.10966.1",0.104001092314044,720673.128844308
"seq.10967.12",0.700788145422173,5082.1104357977
"seq.10970.3",0.300528154828157,1258040.90263329
"seq.10974.20",0.503702003755276,4137.99030401983
"seq.10975.59",0.74017354364212,2091.80906300038
"seq.10976.44",0.832940054564985,2847.36457956165
"seq.10977.55",0.656870832195608,10364.5725971665
"seq.10978.39",0.810532990239397,1376.82779601149
"seq.10980.11",0.68405054752135,2378.74766085514
"seq.10981.56",0.70431813681117,1831.14784171395
"seq.10990.21",0.7436914642087,238975.053342116
"seq.11067.13",0.681137505616803,195402.879510745
"seq.11071.1",0.87913677721406,1317.68136245859
"seq.11081.1",0.258932895685458,5559.14485138134
"seq.11083.23",0.467279392242016,6684.12151829844
"seq.11089.7",0.317224988742583,32460639.280971
"seq.11094.104",0.847998167446401,2457.36640148767
"seq.11096.57",0.689260614957125,19496.905302594
"seq.11098.1",0.64340255233445,21092.1799457334
"seq.11101.18",0.787105352768353,873.635788654098
"seq.11102.22",0.194706075954692,54359.8406399785
"seq.11103.24",0.446945525617804,8760.10298502626
"seq.11104.13",0.232769672580191,12353948.1072097
"seq.11105.171",0.512013583631491,4426297.8244792
"seq.11107.25",0.84843302724744,1979.18666584197
"seq.11109.56",0.457001327255079,320355.133889783
"seq.11110.4",0.916711983071111,1157.1375825037
"seq.11112.18",0.817430937309162,977.667214944256
"seq.11116.16",0.0549012199076263,68928.7027597706
"seq.11117.2",0.837152041568027,5250.18808284648
"seq.11118.107",0.932509323997413,10981.434135047
"seq.11120.49",0.836419774868935,10564.7855002155
"seq.11121.56",-0.0904873485496757,30397.5219177476
"seq.11122.97",0.844328314427543,2543.73390936573
"seq.11126.102",0.664784270680099,67138.0628145392
"seq.11128.29",0.478701292131321,11116.1538407928
"seq.11129.66",0.864260608619076,2727.71939077478
"seq.11130.158",0.916590482913614,1476.2535934799
"seq.11134.30",0.916723381172376,2417.31799075049
"seq.11135.5",0.749179680770692,1002.38588345394
"seq.11137.43",0.675944735863985,2382.4992099337
"seq.11138.16",0.87212477622202,5096.53035269712
"seq.11139.4",0.548015148226945,6731.18349445076
"seq.11140.56",0.2957150814486,2033399.52871055
"seq.11142.11",0.469635805894911,137697.26008928
"seq.11143.32",0.584758719110397,6392.5013551645
"seq.11144.10",0.834369970341785,1545.37768889661
"seq.11145.72",0.863468333559345,1841.17647977293
"seq.11146.4",0.928307330575241,2278.8626560954
"seq.11147.17",0.809045885056406,968.876854975759
"seq.11149.3",0.885388281565998,2273.17911979683
"seq.11150.3",0.371132337372631,44453.4455274123
"seq.11152.46",0.402935427826297,6325.77303284927
"seq.11154.3",0.63075483438669,2314.59904894048
"seq.11155.16",0.862344834313755,1158.37327598281
"seq.11157.35",0.555263147881844,752889.564149748
"seq.11158.40",0.865489061125375,3416.13024825028
"seq.11159.14",0.711787179190735,1209.42267665091
"seq.11160.56",0.77907354384108,189143.340216822
"seq.11161.5",0.869844577704584,2346.35847174464
"seq.11162.37",0.587184620180839,767.843677922352
"seq.11163.7",0.90248663204809,4307.74771381836
"seq.11164.7",0.92207540922347,6342.90137528008
"seq.11167.6",0.923837727218227,1609.92233284815
"seq.11168.3",0.803072670182732,1681.98724930602
"seq.11171.25",0.823186389352174,123066.687840456
"seq.11173.29",0.86219699236879,2278.92600814889
"seq.11174.8",0.466693779190485,84447.9970371838
"seq.11175.45",0.833212788059273,4348.99927725425
"seq.11177.16",0.414247019738131,16927.8744926498
"seq.11178.21",0.428833040994298,169642.376607669
"seq.11179.7",0.63361165483051,4362.4931211857
"seq.11180.17",0.75537190429188,3168.47168792068
"seq.11184.51",-0.138985529779643,2648012.03881353
"seq.11185.145",0.848964549097675,2439.34892352422
"seq.11186.12",0.709700607418664,1550.44168580685
"seq.11187.11",0.493485228171489,11758.7962858516
"seq.11190.129",0.903691435723946,3196.92035945774
"seq.11192.168",0.736849925196653,3751.3002839672
"seq.11193.27",0.752469122673816,1063.02717247431
"seq.11194.6",0.566258913841501,1503.44035777253
"seq.11196.31",0.329789660484095,1719156.59693696
"seq.11198.37",0.924857237455319,2960.09266671342
"seq.11200.52",0.744416020070233,7550.1690214549
"seq.11201.19",0.887997591568436,792.586114327981
"seq.11202.70",0.880846366748191,1960.29259845341
"seq.11203.97",0.517157196520701,20445.7872387684
"seq.11204.80",0.418459971570707,88553.8816967433
"seq.11205.10",0.789645984927082,15943.7393807953
"seq.11207.3",0.827557764533985,3153.30067930617
"seq.11208.15",0.607124791001425,8333.6244064921
"seq.11211.7",0.775422817562094,10643.4142090434
"seq.11212.7",0.689689359556117,453380.642827941
"seq.11214.40",0.583281133793403,20824.8572573352
"seq.11215.6",0.573061761406519,66098.3434842052
"seq.11217.16",0.857361574008508,2358.89647547009
"seq.11218.84",0.625589332645261,599630.381971743
"seq.11219.95",0.404120238010973,11570.693201593
"seq.11220.53",0.698078526864412,2344.78187687228
"seq.11222.62",0.882622106990651,1197.32053781386
"seq.11223.1",0.838451465063339,1650.70733309329
"seq.11226.16",0.826780578365736,10145.0836070282
"seq.11227.31",0.802727129727067,2880.0101378267
"seq.11228.37",0.950234360022711,4792.45582196409
"seq.11229.16",0.701307373189525,2363.5523386311
"seq.11230.12",0.920646974188371,1757.1724850585
"seq.11231.12",0.652939031723063,575.466011824569
"seq.11232.46",0.853836884884617,4925.31821478152
"seq.11237.49",0.29731718407501,107418081.211955
"seq.11239.49",0.853145079128926,2032.08229640717
"seq.11241.8",0.624887826035698,330819.916560051
"seq.11242.33",0.76391244488897,1195.53336327494
"seq.11243.90",0.725897336441013,455249.64300863
"seq.11245.43",0.775791696645412,41349.6258061192
"seq.11246.3",0.402809302935954,142393.811649417
"seq.11247.20",0.834640939607759,2220.59102135279
"seq.11248.43",0.757361915561267,3915.12696347534
"seq.11252.30",0.904542322384171,5380.50143820494
"seq.11254.13",0.924710837836514,2866.19730502979
"seq.11257.1",0.710481702820737,751114.403494207
"seq.11258.41",0.803296552595002,219873.006682567
"seq.11260.47",0.754833462922753,1339.2295426434
"seq.11262.39",0.79931503073112,37507.6193114437
"seq.11263.57",0.65101570782202,753739.163259075
"seq.11264.33",0.775418778785888,513.47003567902
"seq.11265.8",0.449510165355736,338475.226257357
"seq.11266.8",0.615848259956593,4199.54092622513
"seq.11270.17",0.652985182551585,17358.9505035139
"seq.11273.176",0.909588926000999,1891.67144806066
"seq.11275.94",0.709037052185271,9868.17503832256
"seq.11277.23",0.512502648281167,287192.087312925
"seq.11278.4",0.06916901476151,196092.353925906
"seq.11279.42",0.821631932771761,2162.05125836604
"seq.11280.6",0.904851585985287,1747.72350030517
"seq.11281.6",0.955983511711019,4750.7324082931
"seq.11282.16",0.697988969608206,1357.10218880462
"seq.11283.13",0.891973795463066,2179.1101281078
"seq.11284.24",0.927806980079197,1766.78265956281
"seq.11285.8",0.948014097096671,2203.08429758884
"seq.11286.78",0.854081915969042,46062.4701583842
"seq.11287.14",0.677463227987866,3093.23293089695
"seq.11288.26",0.851840544756554,11291.1764860292
"seq.11289.31",0.943873077706627,2731.56060081772
"seq.11291.73",0.916740946337968,2413.61384485611
"seq.11292.13",0.914547101161503,2311.1222989479
"seq.11293.14",0.681597112894504,2438.00351389719
"seq.11294.7",0.94831012751727,6644.10458174028
"seq.11297.54",0.741792459598861,603.922468729006
"seq.11300.32",0.805030915539828,2722.83053330534
"seq.11302.237",0.856755087513683,2928.08450739976
"seq.11303.7",0.866523284268237,4779.61646935562
"seq.11307.33",0.346080299098282,36605.8503536316
"seq.11308.8",0.668219535832141,3525.77747937476
"seq.11310.8",0.892074204673059,1661.70544086997
"seq.11311.79",0.937276056548593,2195.08208133923
"seq.11312.40",0.865274347533807,1464.89309236875
"seq.11313.100",0.716957505774207,16834.4227002586
"seq.11315.148",0.900396395008015,2169.25271302978
"seq.11318.20",0.900205803618556,2077.1310390132
"seq.11319.106",0.848904719490303,4334.16447368968
"seq.11320.29",0.858935354446305,129744.384210513
"seq.11324.3",0.875688669004833,1733.28856164853
"seq.11325.8",0.899149736164596,695.543219838706
"seq.11327.56",0.839652546044929,2125.28714114252
"seq.11328.9",0.887226000272506,944.898030345918
"seq.11330.15",0.864743383734743,1381.89000583083
"seq.11333.82",0.369216183754248,472264.885395765
"seq.11334.7",0.934847058670793,1759.76101964358
"seq.11336.9",0.621510903789176,3881.94927180709
"seq.11338.49",0.903770148198012,1130.00362856126
"seq.11342.59",0.468494343568358,1900.17281616124
"seq.11347.9",-0.0501962959697762,1031184.65387399
"seq.11348.132",0.400125485683539,599874.043197377
"seq.11350.30",0.717289945169904,6132.19953334554
"seq.11351.233",0.818267569436545,1059.87445294259
"seq.11352.42",0.673360724249039,2242.77796531426
"seq.11353.143",0.913449561426236,3306.6476796472
"seq.11354.21",0.23301499642405,217467.251582092
"seq.11355.10",0.688792944803666,22505.4022340938
"seq.11356.19",0.924617232014216,1347.5871697762
"seq.11358.15",0.895211205327263,1245.28688963634
"seq.11360.39",0.669490211600951,18695.3309304362
"seq.11361.73",0.786520440543695,526757.316247012
"seq.11363.58",0.894658144319291,2377.59426194103
"seq.11364.18",0.533507426619423,19663.8388457968
"seq.11365.17",0.855200196753921,2196.87112927338
"seq.11368.32",0.432774192053045,361332.511666347
"seq.11369.23",0.581586292755311,29897.1899118639
"seq.11370.20",0.911383768382289,1791.97399569754
"seq.11371.1",0.826493308409283,2298.24452786257
"seq.11372.2",0.359676079217965,30607.3302805347
"seq.11375.49",0.572561405917187,7546.06418383666
"seq.11377.19",0.721780553654039,4731.56128295634
"seq.11378.37",0.872291313456949,1889.85069256266
"seq.11380.84",0.906029006877253,2510.22685199066
"seq.11381.56",0.801794344470473,893.73164307985
"seq.11382.5",0.705333045711421,202593.096156532
"seq.11383.41",0.8022919902584,3285.00902159462
"seq.11387.3",0.434512694503981,117953.036688848
"seq.11388.75",0.111218409093085,177500.941294341
"seq.11390.24",0.84071199882955,933.33781178807
"seq.11391.69",0.851331928517787,9260.97055255708
"seq.11395.5",0.901135368256488,4160.48272961246
"seq.11396.39",0.919224310414726,1774.83413786029
"seq.11401.181",0.938860649033201,3532.43710867438
"seq.11402.17",0.825971159908612,801.4755618218
"seq.11405.150",0.733736261043195,4168.05236132785
"seq.11406.82",0.695599280685425,7841.15749935683
"seq.11407.57",0.839581111067949,2053.3454718956
"seq.11416.23",0.586243634034226,228529.314999233
"seq.11421.10",0.850277319905853,243543.060222413
"seq.11422.2",0.54819322462735,975.791291529836
"seq.11424.4",0.598593825754597,554913.88645616
"seq.11425.31",0.893734083673785,6346.33763244869
"seq.11428.31",0.477128045332499,9786.22017628921
"seq.11429.80",0.882541192191091,3588.13237594057
"seq.11430.49",0.950311949209746,3829.09231946459
"seq.11431.235",0.648522243958276,21300.3714121712
"seq.11432.11",0.806457408610331,777.671450042543
"seq.11433.11",0.777161986532544,1535.67119698783
"seq.11436.6",0.747864887248214,12226.0484943059
"seq.11438.6",0.271197878250896,457535.744221501
"seq.11439.88",0.882592655243916,2521.07335675697
"seq.11440.58",0.349224916713185,851544.342435123
"seq.11441.11",0.714803549336625,967900.669363095
"seq.11442.1",0.780645372683168,4098.89338888729
"seq.11444.49",0.349557777054267,30605.8580706209
"seq.11448.34",0.69470681026086,17069.4252764075
"seq.11449.22",0.673096969738962,172738.145594106
"seq.11450.110",0.78027393323296,183069.207036475
"seq.11454.87",0.787760978328343,77376.9507374589
"seq.11456.2",0.882728558978524,931.636390304927
"seq.11457.53",0.81641598649291,57456.8111635881
"seq.11458.30",0.427740549893925,207010.901341816
"seq.11459.81",0.952572781392324,4180.87830318441
"seq.11462.8",0.634606071633437,3182.95699666129
